username,text,date
PL 🦋,Tentativa de assalto na Maragogi e eu desço minha rua quase correndo e as meninas acham que é engraçado  kkkk que ódio,2019-05-16 04:12:00 UTC
Rio Guerra Civil,🚨 Tentativa de assalto termina com um morto e dois presos na Praça Seca - https://t.co/1f8aMbZVQB https://t.co/1f8aMbZVQB,2019-05-16 04:02:06 UTC
sem tempo,"Se fosse outro assalto,  eu pediria pra me matar, já chega já",2019-05-16 03:57:53 UTC
tassi,@castilho_thales assalto,2019-05-16 03:49:04 UTC
Angry Redbirds,Estou indignado com esse assalto! Vai foder NHL! https://t.co/IRMBr1lbO2,2019-05-16 03:47:12 UTC
Renata Nunes,"Vídeo: policial reage a suposto assalto e deixa suspeito morto, em João Pessoa https://t.co/tnGCVcMynx https://t.co/iMm71piqv4",2019-05-16 03:42:06 UTC
Carlos Rocha,"Vídeo: policial reage a suposto assalto e deixa suspeito morto, em João Pessoa https://t.co/BJ9LhP93PM https://t.co/SNlL5clTYc",2019-05-16 03:42:05 UTC
Gabriel Dal Sasso,Quando rolar um assalto... corra para uma biblioteca. https://t.co/YyT7Lq5lms,2019-05-16 03:37:31 UTC
juan pablo #simplementejuan,"o mecanismo 2 uma boa série para ver hoje. corrupção y 
assalto. 🤫 https://t.co/MKLJOUHr0z",2019-05-16 03:36:42 UTC
uma boa menina,"Todo dia um assalto aqui nesse morro, pqp",2019-05-16 03:31:30 UTC
Vinícius M. Justo,"Você acha que o Michelismo Cultural pode tomar o Brasil de assalto em 2022? — Assalto é especialidade, né? https://t.co/9HazOQcCZY",2019-05-16 03:30:21 UTC
𝘍𝘦𝘭𝘪𝘱𝘦,"Lol mais um assalto a favor dos Sharks, que bosta que tá essa temporada de NHL https://t.co/TmI3IWTMuX",2019-05-16 03:29:07 UTC
Lincu,"Levantem seus copos pro alto! Haikaiss, damassaclan chegou tomando de assalto!
https://t.co/iDLwjhlFHy",2019-05-16 03:28:04 UTC
Bruno Alvarez,Polícia prende integrante de grupo que matou dois durante assalto a ônibus na Via Dutra - O DIA https://t.co/dxhyHHRVlN,2019-05-16 03:28:03 UTC
Luiz Andrade,"@Corinthians @CopadoBrasil Esqueceu de falar que esse título deu pena do Brasiliense, assalto brabo!",2019-05-16 03:25:05 UTC
MWateWM,@InvitingFoot Assalto a mão com maquininha,2019-05-16 03:25:00 UTC
Ímã de problemas,@CRFernanda_ Sabe se rolou assalto no shopping?,2019-05-16 03:24:43 UTC
Roberta,Pensando seriamente de desistir de fazer faculdade a noite na unisul pelo tanto de assalto que ta tendo,2019-05-16 03:22:48 UTC
gabriellinha,o cara armou um assalto para assassinar a mulher. 3 tiros na cabeça e 12 anos para ser condenado.,2019-05-16 03:21:47 UTC
Robert De Lima Pires,"@Haddad_Fernando Sendo assim, sugiro no momento do assalto recitar uma poesia.",2019-05-16 03:21:41 UTC
camilly.,e o outro que fingiu um assalto e deu 3 tiros na cabeça da mulher pq ela terminou c ele...??????,2019-05-16 03:20:17 UTC
De Tudo Um Pouco,"LADRÃO: É UM ASSALTO PASSA O CELULAR!

VÍTIMA: ESPERA DEIXA EU POSTAR NO FACE.
#SESENTINDOASSALTADA!

LADRÃO: NÃO ESQUECE DE ME MARCAR
😂😑",2019-05-16 03:18:10 UTC
Lucas,"O dia de hoje tá top eu e a bruna corremos de um assalto, agora meu notebook fechado toca uma música de suspense do nada",2019-05-16 03:17:11 UTC
THE CRAZY QUEEN,E ESSE ASSALTO NO MEU ST LOUIS BLUES,2019-05-16 03:16:59 UTC
glass_,"@AdrianoPonteTKD @marchwill Estou adorando o iPhone XR, só tenho medo de ser assalto e continuar pagando",2019-05-16 03:14:29 UTC
aaaaaaaaaa,mano olha isso pqp alguem me namora para usarmos isso pfvr nem precisa ser serio https://t.co/YNkTpjxMIm,2019-05-16 03:14:24 UTC
maqs,"vc eh muito linda viu parabens
ta afim de faze um assalto?",2019-05-16 03:07:01 UTC
Eriksen,@IsaakDinensen @Darlanamott Aquilo foi um assalto.,2019-05-16 03:06:41 UTC
Guilherme,"caralho, outro assalto bizarro pro Sharks",2019-05-16 03:05:22 UTC
Hugo Peroni,@superchoruman Fiz o mesmo e vi um assalto a mão armada. Estou buscando publicações a respeiyo. Vc viu algo?,2019-05-16 03:04:58 UTC
maria eduarda,"a tropa é considerada na favela e no asfalto, especialista em buceta e profissional no assalto🎶🤪",2019-05-16 03:02:29 UTC
eduardo pra vc,"É só comparar nossas vidas, nossos atos
Nóis tem conta na Suíça e tu ainda tá fazendo assalto",2019-05-16 03:02:08 UTC
Frank Eler Soares Re,ITAMARAJU | Criminoso em moto realiza assalto a pedestre https://t.co/mQl77K6kgS https://t.co/WKzrjAo9hs,2019-05-16 03:01:26 UTC
André ✠,"@cella_crvg Não tem assalto, bala perdida, nada de ruim 😍",2019-05-16 02:59:50 UTC
Patrick Santos™,"Segundo assalto à direita, pra ser mais exato",2019-05-16 02:54:12 UTC
Nadja BVV Guimarães,@benebarbosa_mvb NO PRÓXIMO ASSALTO ELAS VÃO DAR LIVROS PROS TROMBADINHAS...😂😂😂😂,2019-05-16 02:52:19 UTC
Valteir Santos,"@Wonerprotasio @diogomainardi Falando em assalto aos cofres públicos, tem cada especialista, né? https://t.co/bKAHNiSZxD",2019-05-16 02:50:02 UTC
ǤᕮᖇᗩᒪÐÃ〇,sentado na praça fazendo tweet esperando um assalto e um tiro,2019-05-16 02:46:09 UTC
lala,@biasasso_ mano KKKKKKKKKKK que assalto foi esse vei,2019-05-16 02:43:26 UTC
Diário Online,Rodoviários e passageiros de ônibus são vítimas de assalto e protestam. Veja! https://t.co/2zESFJj09z https://t.co/B24o2RUBmQ,2019-05-16 02:42:42 UTC
Diário do Pará,Rodoviários e passageiros de ônibus são vítimas de assalto e protestam. Veja! https://t.co/SBYY0Mp3I6 https://t.co/cXOMj2IveF,2019-05-16 02:42:34 UTC
Roberta,"@ArthurrOenning Ta tendo assalto direto ali, no estacionamento do Visão também, isso que no Visão tem câmera e segurança ta",2019-05-16 02:42:18 UTC
ㅤDick'.,"@DOM94L @ElGabrielCabron Kkkkkk
Então man, se o assalto envolver você como prêmio eu topo.",2019-05-16 02:39:30 UTC
Larinha,Afim de faze um assalto https://t.co/qNGZhfEkD2,2019-05-16 02:35:44 UTC
Huayrãn Ribeiro,Polícia prende integrante de grupo que matou dois durante assalto a ônibus na Via Dutra https://t.co/eH9CzYINS5,2019-05-16 02:33:36 UTC
Cuida da sua vida 😉,Fiquei passada com esse assalto aqui na minha rua 😏🙄,2019-05-16 02:32:24 UTC
aaaaaaaaaa,"gente boa
queria ser mais proximo
xingu
um padre lá(????????)",2019-05-16 02:32:23 UTC
acidmice,"@marciatiburi Quem viaja pós assalto, qual a lógica do assalto?",2019-05-16 02:23:38 UTC
ᴊᴜᴀɴ,"Amassei no fut lá do colégio hoje, fiquei cheio de dor na perna e ainda tive que correr de assalto kkkkkkk",2019-05-16 02:22:49 UTC
ᴊᴜᴀɴ,"@Fxpreta03 Mnr desci do ônibus cheio de dor na perna, ainda botei 180 na perna ruim p correr do assalto kkkkkkkk",2019-05-16 02:21:58 UTC
murilo,começou o assalto em itaquera,2019-05-16 02:19:54 UTC
ronaldo,"só hoje teve um assalto no meu portão e tá rolando um tiroteio fudido

resumindo: sempre piorando, nunca melhorando",2019-05-16 02:18:50 UTC
✠,Minha rua essa hora é a cara do assalto,2019-05-16 02:15:32 UTC
Princesa da Disney.,"Olha, tá pra nascer guria mais assustada que eu. Meus vizinhos gritaram gol, já imaginei assalto e estou tremendo. 🤦‍♀️",2019-05-16 02:14:45 UTC
General Milos,@streamiebr 5K um assalto,2019-05-16 02:12:38 UTC
Noticias capixabas,"Segundo suspeito de matar ciclista durante assalto é preso, no ES - G1 https://t.co/3tStsHx5Zn",2019-05-16 02:11:12 UTC
Diego Henrique,"@_robertaSS Já era pra ter dado o papo, nosso lema é Futrica, é morte? Assalto? Traição ?? Desembucha",2019-05-16 02:11:02 UTC
Luna Brasil de esquerda está em um paradoxo,Pior assalto https://t.co/C7kMlQALyp,2019-05-16 02:05:29 UTC
♈,"Acabou de ter um assalto aqui na rua, mano 5 min antes eu falei ""vamos entrar pq tá mandado dms""",2019-05-16 02:05:22 UTC
Louis,kedelhe o friozão p eu usar minha touca de marginal e meter uns assalto,2019-05-16 02:04:19 UTC
Meucabeçaomutchuloco🤘lokoolokolokolokoeusodaUNESP,Acabo de descobrir q o assalto foi do lado de casa,2019-05-16 02:02:45 UTC
lu,"Assalto, você luta para ter aquilo e tiram de você em questão de segundos https://t.co/vWIpEXJrzg",2019-05-16 02:01:53 UTC
Sol,"@katia2401 Então ok! Por que pela foto, não deduziria nunca que se trata de um assalto.",2019-05-16 01:58:58 UTC
Alice,q loucura esses assalto na unisul hj,2019-05-16 01:58:48 UTC
Thay Thay  🌺🕊️,Na hora do assalto eu só pensava nas parcelas do meu celular que eu ainda vou pagar 🤦😂,2019-05-16 01:58:15 UTC
Lili ABRAÇOU O JOSH 💙,"Gente kkkkkk 10 reais uma garrafinha de agua nessa rodoviaria, morro de sede mas num corroboro com esse assalto",2019-05-16 01:58:01 UTC
Little Girl,Pensando : qual será a melhor opção o suicido ou andar sozinho de noite e reagir a um assalto(q equivale a primeira opção) ???,2019-05-16 01:57:30 UTC
Alicia,"Crlh que livramento , esse fds consegui sair de um assalto e hoje vi um carro idêntico sem placa aqui na favela",2019-05-16 01:56:12 UTC
Srt.Surtada 🤷🏼‍♀️,"Todo dia um caso diferente ali perto do 628 de assalto, TÁ DEMAIS!",2019-05-16 01:55:22 UTC
bart,"chega na gata e fala
iai vamo faze um assalto",2019-05-16 01:53:56 UTC
Vasco,"@manuelcrvg98 o cara reage a assalto, gado d+",2019-05-16 01:52:26 UTC
Livia.,"E essa tentativa de assalto na Maragogi, eu to..... ????????????quê, coragem viu",2019-05-16 01:51:20 UTC
Mauricio Cerqueira,"Hoje da pra sair na rua sem medo de assalto... 
#Pas
#QuintaDetremuraSDV",2019-05-16 01:49:46 UTC
Oenning,"Crlh unisul tá foda ultimamente, teve até assalto hj",2019-05-16 01:49:20 UTC
Ana Carolina,"Madeireira sofreu uma tentativa de assalto

Adivinha quem tava dentro da madeireira",2019-05-16 01:49:07 UTC
laurinha,@FlaviaAngela6 @crustytalkative @felipeneto Em que lugar ela disse que viu lógica no assalto?,2019-05-16 01:44:25 UTC
indisponível,@ViniFreeitas_ medo do assalto irmão anfjandndndns,2019-05-16 01:42:05 UTC
Alerta Rio 24 Horas,"Tentativa de assalto termina com um morto e dois presos na Praça Seca 

https://t.co/6dYyZp3OP0",2019-05-16 01:41:26 UTC
inhuri,o assalto vem irmãs,2019-05-16 01:40:52 UTC
Blog do Juares,Dupla é presa acusada de assalto a pedestre em Camaquã https://t.co/XcKtj1pXj2,2019-05-16 01:36:14 UTC
elibrito,"@Haddad_Fernando Ahhh!!! Agora você vem com essa? Engana quem?
É o negócio de vocês é assalto sem arma,só nas propinas.",2019-05-16 01:33:47 UTC
Steven PopCorn Adler,"@izzystradlinhh @duffmckaganhh Izzy não é assalto a mão armada, a gente vai pegar um carro parado, não é Duff?*desvio o olhar pro loiro *",2019-05-16 01:33:29 UTC
aff,@OGlobo_Rio Teve assalto na americanas de Copacabana por volta desse horário .. estranho né,2019-05-16 01:33:00 UTC
Fresh princess,"@klibreh Não, foi na frente no norte shopping, teve um assalto e os assaltantes fugiram, ai o PM saiu atirando c fuzil no meio da rua",2019-05-16 01:32:29 UTC
Flavia Angela,@crustytalkative @felipeneto Mais uma esquerdista que ve logica no assalto? Ah Não. So uma idiota útil mesmo,2019-05-16 01:29:23 UTC
Karyna.franco,Quase td dia tá tendo assalto na porta do shopping,2019-05-16 01:26:43 UTC
Katleen Lagos,O fdp me deu um susto na rua fingindo que era assalto 😡,2019-05-16 01:25:29 UTC
Anderson,@jairbolsonaro Acho que o Bush pensou que era um assalto.,2019-05-16 01:25:18 UTC
O Globo_Rio,"Tentativa de assalto termina com um morto e dois presos na Praça Seca 

https://t.co/DNHQldkwqC",2019-05-16 01:23:07 UTC
Daniel,260.00 a nova camisa do GALO? Se for é quase um assalto!,2019-05-16 01:22:24 UTC
Mel 🧜🏻‍♀️,"@Marrentaramos15 tcs, estão levando de assalto",2019-05-16 01:19:57 UTC
ʞɔnɯ controla o calendário sem utilizar as mãos,"@socorro_assalto 

- desculpa que eu fiz drama aquela vez lá cê não tem culpa de nada;
- francês;
- Lana Del Rey;
- folhas",2019-05-16 01:18:46 UTC
thxyzx🔥,"Mano ainda bem q eu e Érika enrolamos p sair do shopping, imagina a gnt lá fora e esse assalto e tiro",2019-05-16 01:18:06 UTC
Juan.B,"o índice de assalto vai diminuir hj pq os bandidos vão tá assistindo corinthians e flamengo

população pode andar na rua despreocupada",2019-05-16 01:17:04 UTC
Luana Karina,Vi um assalto hj no carro do lado ao meu no sinal fechado,2019-05-16 01:11:22 UTC
GaúchaZH,Criminoso morto em confronto com a Brigada Militar era investigado por assalto a empresa de ônibus https://t.co/R4ENndELCN,2019-05-16 01:10:00 UTC
Guedes,"@melodaph @qdudaz Hj teve assalto na estação do metropolitano, eu vi",2019-05-16 01:09:20 UTC
ø tal dø mula,@napaula_133 nosso assalto no banco ta de pé ne carai,2019-05-16 01:08:20 UTC
Bárbara Oliveira,@Monicaolx3 me ensinando como se foge de um assalto no portão 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 pqp,2019-05-16 01:03:44 UTC
lepiasenski,100% de assalto https://t.co/RRLIS0zSHi,2019-05-16 01:01:58 UTC
Doutrinado por Foucault,"@IzabelSampaioo Agora acho que tô lembrando, que eu comentei com ela que pensei que era assalto né? Ainda não lembro da menina me perdoe",2019-05-16 01:01:25 UTC
Ana C. Felippe,@barretinha32 Teve tiro lá.. falaram que foi assalto e atiraram na guarita dos policiais da frente da entrada principal,2019-05-16 00:58:04 UTC
Rafaella Marinho,"Tentativa de assalto agora no Norte Shopping, meu Deus, que desespero",2019-05-16 00:56:46 UTC
Mauricio,"Podem sair de boa, hoje Não tem assalto, bandidagem ta tudo assistindo o jogo... Flamengo e Corinthians",2019-05-16 00:52:32 UTC
Karinext,"Assisti um filme tão bom no telecine, pena que me deixou bem desconfortável por ter muita arma e assalto. Acho que são gatilhos pra mim ☹️",2019-05-16 00:51:41 UTC
Detona Ralph,Estava parando para pensar e acho que escapamos de um assalto hoje 👀👀👀,2019-05-16 00:51:06 UTC
ℓυυ∂ 🏹,"Mais um assalto a ônibus aqui em menos de uma semana, tá virando costume já!!",2019-05-16 00:50:57 UTC
l a i s,"@lh_balieiro ""põe a mão pra cima é um assalto, temos que fazer mais um asfalto""",2019-05-16 00:50:08 UTC
Ingrid G.,"Gente essa favela tá abandonada msm , tentativa de assalto na maragogi ??????? Tá de sacanagem 😰",2019-05-16 00:47:07 UTC
Lore Stark 👑,"Mais um dia normal indo pro ponto e presenciando um assalto na porta da faculdade 
Adrenalina pura",2019-05-16 00:46:55 UTC
Portal do Urubui,Família é feita refém em casa durante assalto na Zona Norte de Manaus https://t.co/P4ZQkFmqyG,2019-05-16 00:46:13 UTC
laura$,@__consul Passa o celular caralho e um assalto,2019-05-16 00:43:18 UTC
a reclamona da ciranda da letras,"@gilgrsssm CARALHO AMIGA, PODE FAZER UMA OFERENDA PRA AGRADECER TÁ, REAL MEMO, aquela rua já deu uma pá de assalto kkkkk",2019-05-16 00:42:04 UTC
aaaaaaaaaa,@missed_laura ai mo sei la eu era tão babaca anos atras e pa mas tipo acho tu mo daora,2019-05-16 00:40:22 UTC
Madu,@iza_motter Assalto,2019-05-16 00:38:15 UTC
Marquin,"Os shoppings fecharam por medo de assalto, os jovens morreram todos de overdose...
@bcraff1 é um gênio",2019-05-16 00:38:11 UTC
who knows,@socorro_assalto Pq desprezar mo?,2019-05-16 00:37:58 UTC
Nuvem,Assalto na Leos,2019-05-16 00:37:09 UTC
maria piresvovocris,"@deltanmd Corrupção, roubo, assalto etc....é tudo a mesma coisa roubam o País",2019-05-16 00:36:51 UTC
Julia Machado,"E eu que tô descendo pra casa com a Tauana, vem um guri na nossa direção e anúncia um assalto. Geleeei, mas era meu vizinho",2019-05-16 00:35:27 UTC
aaaaaaaaaa,"veg
gente boa
queria conversar mas e pa",2019-05-16 00:34:35 UTC
Rodrigo Martino S.P.F.Covarde,@Corinthians @CopadoBrasil Foi um assalto a céu aberto.... Vergonha nacional.,2019-05-16 00:34:01 UTC
julianna,olha o assalto,2019-05-16 00:33:55 UTC
🆁🅰🅰🅳_🆂ᶜʳᶠ🔴⚫,Já começou o assalto,2019-05-16 00:33:20 UTC
Re,Primeiro assalto ✅,2019-05-16 00:33:03 UTC
Campeão da Flórida Cupᶜʳᶠ,Começou o assalto,2019-05-16 00:32:50 UTC
Jrslv,"Daronco no apito, Vuaden no VAR e Corinthians na Arena kkk tudo arquietado pro assalto",2019-05-16 00:31:43 UTC
aaaaaaaaaa,"deve ser gente boa
xingu
deve me despresar
primeira crush
queria ser mais proximo e pa",2019-05-16 00:29:52 UTC
Eduarda,"Toda semana ouvindo sobre assalto na unisul, cada vez mais saindo de lá de noite com medo",2019-05-16 00:29:46 UTC
Paulo Costa,Serrote né pessoal! https://t.co/BbgujsxsLN,2019-05-16 00:29:43 UTC
Luanna' 💍,"Ainda tô me tremendo toda por dentro , Essa sensação é horrivel , pior coisa no mundo é assalto 😔😔

   Deus é bom o tempo todo 🙌🏼",2019-05-16 00:29:08 UTC
ju,carajo acabou de ter um assalto aqui no shopping,2019-05-16 00:28:11 UTC
aaaaaaaaaa,"cachos
gente boa
crush
queria ser mais proximo e pa
loiro",2019-05-16 00:27:20 UTC
aaaaaaaaaa,"gente boa 
atua bem
queria se mais proxino e pa",2019-05-16 00:25:34 UTC
Rio de Nojeira,"UM BANDIDO MORTO E 2 PRESOS 

Assalto agora há pouco na Lojas Americanas na Praça Seca.

#praçaseca
#pmerj https://t.co/jg7AZo0dkk",2019-05-16 00:23:53 UTC
Dio Carneiro,@benebarbosa_mvb Queria ver no momento de um assalto esses palhaços fazendo esse tipo de graça,2019-05-16 00:23:49 UTC
aaaaaaaaaa,e escreve mt bem***,2019-05-16 00:23:40 UTC
aaaaaaaaaa,"escreve bem pra caralho
super simpatico
eu fui babaca com vc msm sem querer me dsclp
good vibes",2019-05-16 00:23:09 UTC
LH love,@2s_sthe Um assalto,2019-05-16 00:22:56 UTC
jovana,"o joão vai me zoar pelo assalto até o último dia da minha vida, não é possível",2019-05-16 00:22:54 UTC
bia,@dontwannagirls Mano certeza q era assalto,2019-05-16 00:22:13 UTC
babizinha,"@vitorsousacoms 
Tmv
Vetor
Vest
Animações 
Sua irmã fofa
Seu assalto no natal
Engraçado 
Fofo",2019-05-16 00:21:38 UTC
aaaaaaaaaa,"ex esposa
mo
""n vou beber""
canta mt
confio d+
quer bixcoito?",2019-05-16 00:21:28 UTC
Tay Ramos,Dia normal com manifestação e tentativa de assalto !,2019-05-16 00:19:17 UTC
Marielle Franco 🖤,"professor guilherme madeira apanhou em um assalto, como tiveram coragem de fazer mal ao homem mais bonzinho do país 😭",2019-05-16 00:17:52 UTC
Só faço merda,Os assalto vai diminuir hoje a população pode ficar despreocupada. Os bandidos estará assistindo Corintianas e Flamengo.,2019-05-16 00:17:40 UTC
aaaaaaaaaa,"parece ser mt gente boa
fica mt no 3 4
minerals
queria conversar mais e talz",2019-05-16 00:17:35 UTC
bananão,"@Lucaas182_ sei lá eu sinto que este assalto foi o inicio e uma grande amizade

os cara até falaram quedecoraram meu rosto e pá",2019-05-16 00:17:31 UTC
¡Quedó la escoba!,@minc_rj E o resultado foi muito estranho: https://t.co/UFmHjwz0x7,2019-05-16 00:16:10 UTC
Natoo,@kimberlyn_marqs @BryanNunes77 E depois ele gritando “é um assalto”,2019-05-16 00:15:45 UTC
aaaaaaaaaa,"amor de pessoa
ukulele
amo o seu estilo de roupa
crushiznho
anavitoria
queria ser mais proximo",2019-05-16 00:14:16 UTC
Brisa Martins,"O que são 4 penis com fimose armados?

Quadrilha de assalto encapuzada... — Ahahahahahahahahaha mt graça https://t.co/8C5U7RPwYr",2019-05-16 00:14:11 UTC
carine,Vontade de fazer um assalto hoje. Tipo roubar um beijo seu. — nossa que ousado kkk https://t.co/O5vPu70YS2,2019-05-16 00:12:00 UTC
Natan 9/45,@CopadoBrasil @arenaindepa @Atletico @SantosFC Parabéns pelo assalto! Jogador do Santos meteu a mão na bola e vocês roubando com o var,2019-05-16 00:11:12 UTC
Noticias capixabas,Suspeito de matar ciclista em Vitória é preso com arma do crime e celular de vítima - G1 https://t.co/iHD3CjuplP,2019-05-16 00:11:10 UTC
Hugo Evaristo,@rafaznada RAP DO PARANÁ TOMANDO A CENA DE ASSALTO!,2019-05-16 00:10:37 UTC
Katleen,"@gabimesquita18 falaram q tinha sido no daqui,mas foi n, foi um assalto q matou mt gente",2019-05-16 00:10:31 UTC
Alves 🦅,"caralho botei 50km de bicicleta voltando pra casa , se não é assalto na certa kk",2019-05-16 00:09:17 UTC
